0.000000	-63	-257	-468	10	155	-121	898	-786	15456
0.000000	-63	-259	-467	-2	153	-120	884	-768	15460
0.016000	-63	-257	-468	-23	142	-97	924	-920	15344
0.032000	-62	-258	-470	-10	164	-100	844	-864	15540
0.048000	-63	-257	-467	24	157	-114	900	-692	15532
0.064000	-64	-259	-470	5	156	-122	912	-768	15456
0.080000	-64	-257	-471	16	165	-124	960	-724	15476
0.096000	-64	-257	-466	0	168	-115	840	-752	15424
0.112000	-65	-258	-469	0	134	-108	908	-844	15344
0.128000	-64	-257	-466	0	169	-77	856	-788	15464
0.144000	-64	-258	-470	16	160	-105	924	-808	15632
0.160000	-63	-260	-472	3	168	-120	832	-840	15416
0.176000	-62	-257	-470	-9	166	-106	848	-796	15372
0.192000	-63	-258	-469	1	163	-121	912	-804	15392
0.208000	-64	-258	-471	-7	178	-129	924	-832	15352
0.224000	-64	-257	-469	3	149	-115	892	-756	15504
0.240000	-64	-259	-467	18	148	-120	956	-724	15476
0.256000	-63	-256	-467	-12	168	-107	768	-792	15536
0.272000	-63	-260	-470	2	155	-121	908	-748	15472
0.288000	-63	-258	-468	7	160	-104	840	-796	15376
0.304000	-64	-258	-468	20	157	-119	856	-736	15560
0.320000	-65	-257	-468	-21	148	-103	920	-788	15312
0.336000	-65	-256	-469	-4	143	-125	908	-788	15444
0.352000	-64	-259	-467	3	152	-123	848	-856	15580
0.368000	-63	-260	-465	22	141	-151	836	-756	15492
0.384000	-64	-261	-468	-10	164	-123	852	-780	15420
0.400000	-64	-254	-467	42	142	-120	948	-760	15484
0.416000	-64	-257	-466	21	171	-128	888	-768	15392
0.432000	-63	-258	-469	26	163	-127	892	-780	15328
0.448000	-62	-261	-470	19	164	-109	888	-796	15452
0.464000	-65	-258	-469	11	137	-131	960	-732	15424
0.480000	-64	-256	-467	-9	196	-134	872	-840	15436
0.496000	-66	-261	-466	9	125	-116	808	-816	15388
0.512000	-64	-256	-467	-5	162	-93	860	-812	15464
0.528000	-65	-257	-466	3	152	-108	844	-752	15516
0.544000	-64	-256	-469	9	159	-88	820	-828	15496
0.560000	-63	-260	-467	11	161	-118	808	-820	15592
0.576000	-64	-259	-468	-4	155	-119	896	-792	15456
0.592000	-65	-258	-469	-11	135	-103	876	-808	15448
0.608000	-64	-258	-469	24	162	-138	896	-760	15484
0.624000	-63	-257	-470	-3	155	-105	824	-828	15424
0.640000	-64	-259	-471	-3	166	-146	952	-692	15456
0.656000	-63	-257	-469	10	128	-131	892	-784	15324
0.672000	-64	-255	-469	39	143	-112	880	-832	15352
0.688000	-62	-261	-469	-8	151	-121	788	-840	15392
0.704000	-63	-258	-470	11	137	-97	960	-800	15460
0.720000	-63	-258	-467	-21	161	-97	892	-792	15384
0.736000	-63	-259	-469	-4	151	-110	872	-820	15416
0.752000	-63	-258	-468	31	159	-121	932	-728	15528
0.768000	-63	-259	-469	15	152	-118	876	-776	15400
0.784000	-64	-257	-469	5	168	-142	932	-744	15344
0.800000	-65	-257	-469	-3	147	-116	836	-812	15384
0.816000	-63	-256	-469	13	136	-131	960	-840	15512
0.832000	-65	-260	-470	12	174	-115	936	-848	15292
0.848000	-63	-259	-468	-5	148	-129	984	-736	15576
0.864000	-62	-257	-470	7	158	-113	940	-848	15564
0.880000	-62	-256	-468	3	164	-109	948	-772	15400
0.896000	-64	-259	-468	37	151	-135	1020	-812	15352
0.912000	-63	-259	-467	6	141	-133	848	-728	15396
0.928000	-64	-261	-466	4	151	-125	948	-776	15468
0.944000	-63	-258	-470	9	179	-122	904	-748	15352
0.960000	-63	-257	-470	4	147	-123	856	-744	15348
0.976000	-63	-258	-467	-1	140	-123	888	-764	15372
0.992000	-61	-256	-470	-4	140	-110	872	-820	15468
1.008000	-64	-257	-467	-14	167	-97	848	-688	15348
1.024000	-64	-260	-466	0	150	-133	892	-872	15444
1.040000	-64	-259	-468	-15	139	-102	928	-812	15288
1.056000	-62	-260	-469	17	141	-111	868	-844	15404
1.072000	-63	-260	-469	0	159	-109	816	-760	15448
1.088000	-64	-254	-468	-3	155	-118	912	-756	15324
1.104000	-64	-258	-466	-1	135	-105	900	-768	15420
1.120000	-63	-257	-470	1	150	-129	900	-820	15424
1.136000	-62	-257	-469	9	158	-100	840	-832	15476
1.152000	-60	-259	-466	-3	141	-130	864	-840	15508
1.168000	-65	-258	-468	12	175	-117	860	-824	15320
1.184000	-63	-259	-470	5	154	-117	868	-792	15408
1.200000	-64	-259	-468	-5	145	-124	872	-876	15444
1.216000	-64	-258	-469	28	171	-108	916	-812	15300
1.232000	-64	-255	-469	18	162	-119	816	-776	15388
1.248000	-63	-259	-468	10	171	-122	836	-776	15496
1.264000	-62	-255	-468	17	159	-114	856	-844	15396
1.280000	-64	-258	-468	18	139	-131	972	-836	15412
1.296000	-61	-258	-469	0	175	-138	868	-808	15304
1.312000	-62	-261	-470	-7	139	-118	1024	-800	15368
1.328000	-62	-257	-469	-3	147	-115	960	-808	15496
1.344000	-64	-261	-469	21	154	-114	896	-744	15408
1.360000	-65	-260	-465	7	136	-121	980	-784	15444
1.376000	-64	-258	-470	-15	160	-125	972	-820	15436
1.392000	-64	-258	-468	7	168	-125	988	-784	15404
1.408000	-64	-258	-467	-11	139	-112	904	-736	15496
1.424000	-64	-258	-468	9	165	-109	848	-800	15564
1.440000	-61	-258	-470	-4	149	-125	816	-780	15528
1.456000	-64	-257	-469	11	149	-119	872	-736	15232
1.472000	-63	-259	-466	17	152	-111	988	-760	15476
1.488000	-63	-256	-468	13	140	-119	924	-904	15444
1.504000	-63	-259	-468	22	162	-137	856	-704	15440
1.520000	-63	-259	-467	-10	164	-111	852	-860	15392
1.536000	-64	-259	-467	-11	153	-122	920	-728	15480
1.552000	-63	-258	-470	-23	164	-94	788	-728	15444
1.568000	-63	-259	-468	-3	178	-114	880	-824	15520
1.584000	-63	-259	-471	-7	151	-107	860	-700	15428
1.600000	-63	-257	-472	13	151	-119	876	-716	15376
1.616000	-62	-256	-469	0	153	-98	844	-892	15368
1.632000	-62	-258	-469	-2	153	-132	868	-856	15492
1.648000	-65	-258	-469	2	146	-109	896	-780	15420
1.664000	-63	-257	-467	8	152	-131	848	-776	15376
1.680000	-62	-257	-467	1	178	-113	872	-664	15320
1.696000	-64	-258	-468	-2	138	-120	872	-720	15528
1.712000	-63	-258	-468	-1	173	-124	912	-796	15408
1.728000	-66	-257	-468	14	152	-112	888	-720	15552
1.744000	-63	-259	-469	13	170	-131	912	-780	15416
1.760000	-64	-258	-472	1	175	-134	920	-796	15480
1.776000	-64	-259	-471	3	178	-111	904	-748	15344
1.792000	-65	-256	-469	12	169	-123	828	-812	15276
1.808000	-60	-257	-468	-2	132	-119	908	-832	15656
1.824000	-64	-256	-468	7	126	-126	924	-776	15436
1.840000	-64	-256	-469	-15	149	-118	884	-672	15600
1.856000	-63	-256	-468	-4	149	-96	820	-744	15572
1.872000	-65	-258	-470	-16	168	-127	936	-752	15524
1.888000	-64	-257	-471	-15	171	-133	904	-744	15504
1.904000	-64	-257	-470	11	154	-122	832	-800	15332
1.920000	-63	-258	-469	-11	155	-114	928	-756	15616
1.936000	-64	-257	-469	23	165	-113	852	-760	15460
1.952000	-63	-257	-466	22	147	-126	848	-852	15356
1.968000	-64	-256	-468	-10	151	-141	860	-856	15592
1.984000	-64	-258	-468	-13	172	-99	792	-696	15440
2.000000	-66	-255	-469	2	154	-116	848	-812	15456
2.016000	-65	-259	-466	8	167	-139	988	-744	15472
2.032000	-64	-256	-467	-12	172	-130	860	-820	15528
2.048000	-64	-259	-468	29	161	-118	1008	-840	15440
2.064000	-62	-257	-469	2	153	-125	876	-800	15488
2.080000	-62	-256	-471	9	156	-133	908	-776	15312
2.096000	-64	-259	-467	6	132	-115	888	-768	15380
2.112000	-63	-256	-471	-4	197	-119	832	-840	15444
2.128000	-64	-259	-471	7	162	-115	812	-692	15352
2.144000	-62	-258	-467	-3	146	-93	956	-696	15412
2.160000	-62	-256	-467	30	167	-83	788	-812	15456
2.176000	-64	-257	-468	14	154	-121	840	-736	15292
2.192000	-65	-258	-467	0	153	-118	948	-816	15396
2.208000	-63	-258	-469	12	163	-135	876	-828	15420
2.224000	-63	-259	-470	25	146	-111	896	-776	15484
2.240000	-64	-259	-468	15	148	-90	940	-736	15332
2.256000	-62	-258	-469	21	151	-129	892	-804	15512
2.272000	-64	-258	-467	19	150	-112	848	-816	15388
2.288000	-62	-260	-468	-9	161	-108	924	-716	15404
2.304000	-62	-261	-467	16	139	-136	832	-836	15444
2.320000	-64	-257	-468	-22	143	-109	896	-680	15416
2.336000	-63	-258	-466	29	164	-135	972	-804	15412
2.352000	-64	-260	-469	30	174	-150	952	-832	15412
2.368000	-64	-259	-468	-12	143	-106	884	-780	15488
2.384000	-65	-258	-467	-8	176	-126	812	-788	15348
2.400000	-62	-259	-467	-23	157	-133	924	-780	15464
2.416000	-63	-256	-468	0	144	-121	944	-752	15512
2.432000	-63	-258	-469	-6	160	-125	860	-760	15444
2.448000	-64	-259	-467	0	152	-148	880	-776	15476
2.464000	-66	-258	-468	13	152	-114	904	-792	15344
2.480000	-63	-258	-467	1	146	-116	892	-788	15208
2.496000	-64	-257	-469	16	144	-118	856	-724	15464
2.512000	-64	-256	-467	4	170	-127	920	-736	15340
2.528000	-66	-258	-470	-13	179	-112	924	-880	15424
2.544000	-64	-259	-469	17	147	-112	856	-804	15452
2.560000	-64	-255	-467	43	135	-101	884	-828	15436
2.576000	-65	-257	-468	-16	173	-105	864	-808	15520
2.592000	-61	-256	-470	-16	152	-126	856	-788	15384
2.608000	-64	-258	-467	-21	148	-101	900	-860	15704
2.624000	-63	-258	-468	-3	162	-101	940	-732	15460
2.640000	-63	-258	-467	-2	163	-122	848	-732	15440
2.656000	-65	-258	-469	9	128	-123	856	-756	15316
2.672000	-65	-259	-467	-19	182	-126	944	-756	15408
2.688000	-64	-258	-468	5	149	-107	844	-836	15560
2.704000	-63	-257	-467	5	143	-125	936	-848	15260
2.720000	-62	-258	-468	20	151	-103	924	-856	15360
2.736000	-64	-260	-468	13	153	-122	800	-760	15460
2.752000	-66	-257	-467	11	156	-128	848	-772	15464
2.768000	-63	-258	-468	33	125	-110	908	-780	15464
2.784000	-64	-255	-466	14	129	-113	996	-864	15260
2.800000	-64	-257	-468	-5	146	-99	916	-772	15520
2.816000	-64	-257	-465	12	142	-134	904	-744	15448
2.832000	-61	-258	-470	-3	161	-125	932	-712	15504
2.848000	-63	-258	-467	29	155	-117	816	-776	15328
2.864000	-64	-259	-469	16	166	-123	836	-816	15344
2.880000	-64	-257	-469	15	159	-106	856	-884	15372
2.896000	-64	-260	-470	3	144	-110	876	-852	15424
2.912000	-65	-256	-469	-3	137	-133	848	-760	15444
2.928000	-61	-257	-468	3	155	-145	892	-888	15384
2.944000	-64	-256	-469	34	172	-128	872	-760	15272
2.960000	-64	-258	-468	21	162	-117	832	-808	15396
2.976000	-64	-258	-471	-6	169	-134	920	-764	15408
2.992000	-63	-259	-465	-6	150	-119	900	-804	15548
3.008000	-65	-259	-465	-12	155	-127	952	-748	15396
3.024000	-64	-257	-469	5	148	-100	800	-828	15368
3.040000	-66	-257	-466	33	170	-141	804	-812	15448
3.056000	-64	-258	-471	15	157	-116	788	-776	15340
3.072000	-62	-255	-468	-10	161	-95	928	-712	15496
3.088000	-62	-257	-467	-4	134	-106	876	-752	15372
3.104000	-64	-256	-469	19	152	-110	920	-788	15364
3.120000	-66	-257	-467	19	158	-135	896	-800	15540
3.136000	-63	-259	-470	19	137	-108	880	-864	15376
3.152000	-63	-258	-467	25	144	-110	892	-824	15436
3.168000	-66	-255	-467	-18	172	-119	760	-884	15296
