0.000000	-36	-330	-487	-5	122	-94	0	0	0
0.016000	-37	-331	-490	26	160	-122	668	-748	15460
0.032000	-36	-333	-487	18	140	-112	672	-656	15380
0.048000	-38	-327	-491	7	157	-107	668	-764	15492
0.064000	-36	-331	-489	24	172	-108	612	-776	15372
0.080000	-37	-329	-487	-29	144	-124	584	-664	15444
0.096000	-39	-332	-488	6	144	-148	680	-656	15404
0.112000	-36	-329	-489	1	138	-137	696	-640	15460
0.128000	-38	-330	-489	0	159	-126	620	-756	15556
0.144000	-35	-331	-487	-2	162	-112	604	-816	15376
0.160000	-37	-328	-490	10	137	-98	584	-688	15416
0.176000	-37	-329	-487	-2	137	-129	608	-756	15488
0.192000	-35	-330	-490	-3	148	-94	688	-696	15452
0.208000	-36	-331	-489	-3	141	-125	616	-748	15440
0.224000	-39	-328	-489	32	161	-105	528	-696	15476
0.240000	-36	-329	-492	2	151	-125	692	-800	15516
0.256000	-37	-329	-488	42	173	-129	612	-692	15368
0.272000	-39	-327	-490	14	164	-124	700	-736	15492
0.288000	-38	-330	-491	14	139	-128	644	-744	15260
0.304000	-37	-331	-488	12	171	-107	616	-600	15428
0.320000	-37	-331	-489	5	159	-125	692	-748	15524
0.336000	-38	-332	-486	25	149	-116	776	-668	15600
0.352000	-36	-331	-488	19	153	-123	688	-700	15416
0.368000	-36	-331	-489	9	165	-117	668	-608	15432
0.384000	-37	-331	-489	4	145	-119	660	-680	15344
0.400000	-37	-332	-488	16	140	-85	660	-644	15440
0.416000	-37	-331	-489	13	117	-146	708	-760	15328
0.432000	-37	-327	-489	28	142	-99	724	-960	15492
0.448000	-38	-327	-491	21	138	-126	628	-744	15300
0.464000	-38	-333	-488	1	169	-112	564	-668	15492
0.480000	-36	-333	-489	-6	152	-106	740	-800	15368
0.496000	-38	-333	-490	16	141	-137	692	-704	15352
0.512000	-37	-332	-488	-7	161	-119	484	-644	15308
0.528000	-36	-330	-489	1	150	-130	716	-660	15340
0.544000	-38	-332	-488	-18	166	-126	676	-752	15576
0.560000	-38	-333	-488	27	180	-124	648	-624	15308
0.576000	-36	-329	-488	4	150	-128	528	-744	15432
0.592000	-37	-332	-487	13	135	-130	636	-700	15436
0.608000	-36	-330	-488	15	149	-129	712	-796	15404
0.624000	-38	-330	-488	21	144	-107	624	-752	15456
0.640000	-38	-328	-488	6	148	-115	600	-620	15524
0.656000	-39	-331	-488	-4	136	-125	628	-688	15460
0.672000	-36	-329	-490	4	167	-105	604	-688	15576
0.688000	-37	-334	-487	5	166	-108	592	-768	15272
0.704000	-38	-332	-488	22	171	-118	572	-692	15396
0.720000	-38	-331	-489	-16	160	-122	596	-676	15440
0.736000	-38	-333	-489	16	147	-138	700	-732	15556
0.752000	-37	-329	-489	14	158	-131	596	-728	15324
0.768000	-39	-330	-490	5	174	-112	608	-748	15480
0.784000	-38	-332	-487	34	125	-130	640	-692	15512
0.800000	-36	-330	-485	-7	183	-108	596	-692	15408
0.816000	-36	-331	-487	14	153	-107	592	-704	15436
0.832000	-37	-328	-487	46	77	1364	-868	596	15408
0.848000	-38	-330	-486	59	11	5169	1096	-1100	15488
0.864000	-40	-328	-488	78	-17	5310	-116	-112	15316
0.880000	-44	-326	-487	57	-120	8002	896	-776	15432
0.896000	-48	-325	-487	98	-130	7407	816	-1036	15500
0.912000	-50	-321	-487	123	-98	7629	572	-712	15600
0.928000	-53	-315	-488	-98	35	6457	1176	-1056	15276
0.944000	-56	-315	-487	0	-31	5097	548	-988	15492
0.960000	-55	-308	-487	32	-33	5810	96	8	15536
0.976000	-59	-305	-489	106	6	5188	1000	-1160	15428
0.992000	-62	-306	-488	79	-13	4678	764	-960	15384
1.008000	-62	-303	-488	14	-1	5862	776	-948	15272
1.024000	-63	-298	-487	79	11	4041	896	-1048	15476
1.040000	-64	-293	-484	52	-10	4821	-76	124	15600
1.056000	-65	-292	-489	26	12	4139	556	-348	15456
1.072000	-67	-289	-487	45	-41	4756	332	-104	15504
1.088000	-68	-285	-487	173	-99	3992	988	-1160	15488
1.104000	-68	-282	-487	31	-390	4617	232	-64	15308
1.120000	-73	-278	-489	-2	-673	3743	576	-1032	15560
1.136000	-74	-278	-486	99	141	687	836	-532	15664
1.152000	-76	-278	-486	100	-279	842	1032	-340	15004
1.168000	-75	-278	-489	-459	5080	-614	456	-1100	15492
1.184000	-71	-278	-488	-1	219	-144	548	-688	15384
1.200000	-72	-281	-490	-46	369	-8751	-336	-764	15568
1.216000	-68	-286	-484	671	1	-4249	-1152	1900	15884
1.232000	-75	-296	-484	2339	-10765	-3476	476	-64	16840
1.248000	-95	-305	-476	3001	-12947	-3621	2024	-164	15112
1.264000	-115	-319	-464	2283	-7538	-1378	4196	680	13872
1.280000	-123	-324	-458	1191	-7459	276	4272	636	15160
1.296000	-137	-329	-446	859	-3713	-1295	5600	348	13704
1.312000	-141	-329	-440	1389	-108	-1185	5680	448	13356
1.328000	-134	-339	-444	4046	16811	-209	3856	152	14448
1.344000	-94	-349	-467	-3873	32767	2411	1896	952	15492
1.360000	-29	-338	-487	-657	23374	2770	-1816	948	16868
1.376000	21	-338	-486	-1088	12830	-661	-3932	980	16728
1.392000	52	-334	-484	-1991	10972	-691	-3688	512	13808
1.408000	70	-328	-479	-2378	11563	-157	-6752	364	14584
1.424000	94	-317	-471	-2577	12227	-2852	-6184	612	12088
1.440000	107	-308	-461	-2041	5006	-3632	-7700	188	12756
1.456000	111	-298	-459	1633	-3578	1414	-7396	-3280	11328
1.472000	88	-302	-475	-2173	-27212	9855	-4316	288	15088
1.488000	37	-295	-491	2122	-32768	-708	-1044	-720	13040
1.504000	-72	-324	-484	3736	-32499	-3913	1356	-692	18012
1.520000	-122	-332	-458	21110	-21958	487	3988	3248	21288
1.536000	-157	-349	-425	2093	-8318	-8198	7440	504	12464
1.552000	-165	-363	-413	1967	-7868	-6798	7504	3036	14404
1.568000	-176	-397	-387	182	-2628	-7778	7064	-912	10524
1.584000	-167	-421	-388	3819	3096	-7680	7192	3764	12564
